run_id,kappa,concentration,mu,outside_mid_ratio,seed,face_value,delta_passive,delta_active,trading_effect,trading_relief_ratio,total_liabilities,total_face_value,default_count_total,default_face_total,default_rate_total,count_no_trade,face_no_trade,default_count_no_trade,default_face_no_trade,default_rate_no_trade,count_hold_to_maturity,face_hold_to_maturity,default_count_hold_to_maturity,default_face_hold_to_maturity,default_rate_hold_to_maturity,count_sell_before,face_sell_before,default_count_sell_before,default_face_sell_before,default_rate_sell_before,count_round_trip,face_round_trip,default_count_round_trip,default_face_round_trip,default_rate_round_trip
balanced_active_1803b5543cbe,0.25,0.2,0.0,1.0,42,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_14aa711196d1,0.25,0.2,0.75,1.0,45,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_300f111c7d72,0.25,0.2,1.0,1.0,46,20,0.872849713295106,0.872849713295106,0.0,0.0,2,1907.0,0,0.0,0.0,2,1907.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_41803e93f627,0.25,0.5,0.0,1.0,47,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_f6d9f090be28,0.25,0.5,0.25,1.0,48,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_a8d2f193e6bc,0.25,0.5,0.75,1.0,50,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_37f39bf6776f,0.25,0.5,1.0,1.0,51,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_e609f2b34c54,0.25,1.0,0.0,1.0,52,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_aebcaf26d260,0.25,1.0,0.25,1.0,53,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_0c42b6b6e2b1,0.25,1.0,0.5,1.0,54,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_1567e8a5c8cf,0.25,1.0,0.75,1.0,55,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_7c443aa28f58,0.25,1.0,1.0,1.0,56,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_b288fa159885,0.25,2.0,0.0,1.0,57,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_5844ed242c39,0.25,2.0,0.25,1.0,58,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_84dfeb0e915a,0.25,2.0,0.5,1.0,59,20,0.0,0.0,0.0,0.0,10,14996.0,0,0.0,0.0,10,14996.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_744d4f8ecd8a,0.25,2.0,0.75,1.0,60,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_b47ae0212505,0.25,2.0,1.0,1.0,61,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_5da601867f68,0.25,5.0,0.0,1.0,62,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_78e0266395c8,0.25,5.0,0.25,1.0,63,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_7bbb12d2b1db,0.25,5.0,0.5,1.0,64,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_77e955149f86,0.25,5.0,0.75,1.0,65,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_86d660712087,0.25,5.0,1.0,1.0,66,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_545a16a1150b,0.5,0.2,0.0,1.0,67,20,1.0,1.0,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_bd9aa6341fdb,0.5,0.2,0.25,1.0,68,20,0.7211147409827321,0.7211147409827321,0.0,0.0,4,4183.0,0,0.0,0.0,2,3585.0,0,0.0,0.0,2,598.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_6be08849dd69,0.5,0.2,0.5,1.0,69,20,0.6680890785438058,0.6680890785438058,0.0,0.0,6,4978.0,0,0.0,0.0,4,4267.0,0,0.0,0.0,2,711.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_751ba9ed60f2,0.5,0.2,1.0,1.0,71,20,0.9666644442962864,0.9666644442962864,0.0,0.0,2,500.0,0,0.0,0.0,2,500.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_42a4bef65d9c,0.5,0.5,0.0,1.0,72,20,0.9987998399786638,0.9987998399786638,0.0,0.0,1,18.0,0,0.0,0.0,1,18.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_902794fb60ad,0.5,0.5,0.25,1.0,73,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_d153e9b786d5,0.5,0.5,0.5,1.0,74,20,0.3309995332399813,0.3309995332399813,0.0,0.0,5,10033.0,0,0.0,0.0,4,5370.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,4663.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_96b7b2038248,0.5,0.5,0.75,1.0,75,20,0.7234297906387518,0.7234297906387518,0.0,0.0,6,4148.0,0,0.0,0.0,4,3633.0,0,0.0,0.0,2,515.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_1f375311f4ec,0.5,0.5,1.0,1.0,76,20,0.7924918316996732,0.885377075415083,-0.0928852437154097,-0.1172065628944047,1,1719.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1719.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_3e4ad37c727d,0.5,1.0,0.0,1.0,77,20,0.0,0.1667000066680002,-0.1667000066680002,0.0,5,12497.0,0,0.0,0.0,3,2397.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,10100.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_914ec3c90338,0.5,1.0,0.5,1.0,79,20,0.8056815150706855,0.8056815150706855,0.0,0.0,2,2914.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2914.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_e30efcc2b536,0.5,1.0,0.75,1.0,80,20,0.6827365473094618,0.8911115556444622,-0.2083750083350003,-0.3052055864830549,1,1633.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1633.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_5c07f2d93501,0.5,1.0,1.0,1.0,81,20,0.6860038674401546,0.0,0.6860038674401546,1.0,10,14997.0,0,0.0,0.0,6,7186.0,0,0.0,0.0,2,2211.0,0,0.0,0.0,2,5600.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_2ed19b042237,0.5,2.0,0.0,1.0,82,20,0.0,0.9537271636218162,-0.9537271636218162,0.0,1,694.0,0,0.0,0.0,1,694.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_e33d279f07ff,0.5,2.0,0.25,1.0,83,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,6,7451.0,0,0.0,0.0,2,1510.0,0,0.0,0.0,2,6037.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_afde2108bc42,0.5,2.0,0.5,1.0,84,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ac04fa8fa610,0.5,2.0,0.75,1.0,85,20,0.5306040805440725,0.1491532204293905,0.3814508601146819,0.7188992209097763,7,12761.0,0,0.0,0.0,4,5707.0,0,0.0,0.0,2,1333.0,0,0.0,0.0,1,5721.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_acfc53c3a692,0.5,2.0,1.0,1.0,86,20,1.0,0.0,1.0,1.0,10,14997.0,0,0.0,0.0,6,7100.0,0,0.0,0.0,2,1230.0,0,0.0,0.0,2,6667.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_19e837d7dc27,0.5,5.0,0.0,1.0,87,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_6137c6b5d7b1,0.5,5.0,0.25,1.0,88,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ea5544d35d8a,0.5,5.0,0.5,1.0,89,20,0.0,0.0,0.0,0.0,10,14997.0,0,0.0,0.0,10,14997.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_e53e3aa37de8,0.5,5.0,0.75,1.0,90,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_d1ce02ab9722,0.5,5.0,1.0,1.0,91,20,0.0,0.0,0.0,0.0,10,14998.0,0,0.0,0.0,10,14998.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_20799ffc0af1,1.0,0.2,0.0,1.0,92,20,0.8282437658354447,0.8282437658354447,0.0,0.0,2,2576.0,0,0.0,0.0,1,505.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,2071.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_c146b693984a,1.0,0.2,0.25,1.0,93,20,0.8979197226296839,0.9665288705160688,-0.0686091478863848,-0.0764089997772332,2,502.0,0,0.0,0.0,2,502.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_a4b3a2f34b9c,1.0,0.2,0.5,1.0,94,20,0.8246432857714361,0.8246432857714361,0.0,0.0,8,2630.0,0,0.0,0.0,6,2109.0,0,0.0,0.0,2,521.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_21a7b26c62c5,1.0,0.5,0.0,1.0,97,20,0.8209761301506867,0.8209761301506867,0.0,0.0,2,2685.0,0,0.0,0.0,1,291.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,2394.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_fe7299281260,1.0,0.5,0.5,1.0,99,20,0.9437258301106815,0.9437258301106815,0.0,0.0,2,844.0,0,0.0,0.0,2,844.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_40a2695c4a64,1.0,0.5,1.0,1.0,101,20,1.0,0.7031406281256251,0.2968593718743748,0.2968593718743748,2,4452.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4452.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_b58eedeed006,1.0,1.0,0.0,1.0,102,20,0.96165899846636,0.96165899846636,0.0,0.0,1,575.0,0,0.0,0.0,1,575.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_f097077f3250,1.0,1.0,0.25,1.0,103,20,0.4738631817575676,0.8972529670622749,-0.4233897853047072,-0.893485296186858,2,1541.0,0,0.0,0.0,2,1541.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_41ec547917aa,1.0,1.0,0.5,1.0,104,20,1.0,0.7304486965797719,0.269551303420228,0.269551303420228,2,4043.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4043.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_525c5d9f458c,1.0,1.0,0.75,1.0,105,20,0.8441021537640861,0.9189837967593518,-0.0748816429952657,-0.0887115885930958,2,1215.0,0,0.0,0.0,2,1215.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_7683aab6ab63,1.0,1.0,1.0,1.0,106,20,1.0,0.7297459491898379,0.270254050810162,0.270254050810162,2,4053.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4053.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_edbfc6a1f487,1.0,2.0,0.0,1.0,107,20,0.6940925456727562,0.6940925456727562,0.0,0.0,3,4588.0,0,0.0,0.0,1,1314.0,0,0.0,0.0,1,869.0,0,0.0,0.0,1,2405.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_bec176208ce5,1.0,2.0,0.25,1.0,108,20,1.0,0.7322797892911915,0.2677202107088084,0.2677202107088084,2,4015.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4015.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_d4dee9b6baab,1.0,2.0,0.5,1.0,109,20,0.845179357247633,0.8118415788771836,0.0333377783704493,0.0394446197538655,2,2822.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2822.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_2de0b43a2264,1.0,2.0,0.75,1.0,110,20,1.0,0.7584850303394012,0.2415149696605987,0.2415149696605987,2,3622.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3622.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_269c3b0edafc,1.0,2.0,1.0,1.0,111,20,0.7360805494432219,0.8889777955591118,-0.1528972461158898,-0.2077180904067397,2,1665.0,0,0.0,0.0,2,1665.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_c365f3db463f,1.0,5.0,0.0,1.0,112,20,0.0,0.1000133351113481,-0.1000133351113481,0.0,7,13498.0,0,0.0,0.0,1,1254.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,12244.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_0f463382545e,1.0,5.0,0.25,1.0,113,20,1.0,0.8249099879983997,0.1750900120016002,0.1750900120016002,1,2626.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,2626.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_b965955064c2,1.0,5.0,0.5,1.0,114,20,1.0,0.779303907187625,0.2206960928123749,0.2206960928123749,2,3310.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3310.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_2accb5c7250c,1.0,5.0,1.0,1.0,116,20,1.0,0.7869049206560874,0.2130950793439125,0.2130950793439125,2,3196.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3196.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_578f4bffa16c,2.0,0.2,0.0,1.0,117,20,0.9902647196105888,0.9902647196105888,0.0,0.0,1,146.0,0,0.0,0.0,1,146.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_af18c90d70e1,2.0,0.2,0.25,1.0,118,20,0.9666622216295506,0.9666622216295506,0.0,0.0,2,500.0,0,0.0,0.0,2,500.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ca971feb72b0,2.0,0.2,0.5,1.0,119,20,0.9203173968126958,0.8869773954790958,0.0333400013336,0.0362266338211853,2,1695.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,1695.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_5723861c2950,2.0,0.5,0.25,1.0,123,20,0.9383251100146686,0.9383251100146686,0.0,0.0,1,925.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,925.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_8d6a5d2b60ef,2.0,0.5,0.5,1.0,124,20,0.8949123157964926,0.8949123157964926,0.0,0.0,6,1576.0,0,0.0,0.0,6,1576.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_355c59d4dc25,2.0,0.5,0.75,1.0,125,20,1.0,0.724696626216829,0.275303373783171,0.275303373783171,2,4129.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4129.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_f49828849490,2.0,0.5,1.0,1.0,126,20,1.0,0.8190425390052006,0.1809574609947993,0.1809574609947993,2,2714.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2714.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_e8c91f9366c3,2.0,1.0,0.0,1.0,127,20,0.9809307907721028,0.9809307907721028,0.0,0.0,1,286.0,0,0.0,0.0,1,286.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_50a91efda302,2.0,1.0,0.25,1.0,128,20,0.9433886777355472,0.910048676401947,0.0333400013336,0.035340684195646,2,1349.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,1349.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_48f11bd344b0,2.0,1.0,0.75,1.0,130,20,0.947259634617949,0.9139218562474996,0.0333377783704493,0.0351939184908847,2,1291.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,1291.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_a9255822ef1a,2.0,2.0,0.0,1.0,132,20,1.0,0.8789757951590318,0.1210242048409681,0.1210242048409681,1,1815.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1815.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ac23b38b3df7,2.0,2.0,0.75,1.0,135,20,1.0,0.7364806294592251,0.2635193705407748,0.2635193705407748,2,3952.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3952.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_9635a206f96d,2.0,2.0,1.0,1.0,136,20,1.0,0.8065613122624524,0.1934386877375475,0.1934386877375475,2,2901.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2901.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_6149e0c9f92d,2.0,5.0,0.0,1.0,137,20,0.803640485398053,0.803640485398053,0.0,0.0,2,2945.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2945.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_7ae346cf94c1,2.0,5.0,0.5,1.0,139,20,1.0,0.8203093745832777,0.1796906254167222,0.1796906254167222,1,2695.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,2695.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_37c6eaa821f0,2.0,5.0,0.75,1.0,140,20,0.9184612307487164,0.885125675045003,0.0333355557037135,0.0362950058072009,2,1723.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,1723.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_60ac044c5234,4.0,0.2,0.25,1.0,143,20,0.930790772102947,0.9656620882784372,-0.03487131617549,-0.0374641833810888,2,515.0,0,0.0,0.0,2,515.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ad1702ceaecb,4.0,0.2,0.75,1.0,145,20,0.9333288885925728,0.9333288885925728,0.0,0.0,4,1000.0,0,0.0,0.0,4,1000.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_dc353881a035,4.0,0.5,0.5,1.0,149,20,0.9811962392478496,0.9811962392478496,0.0,0.0,1,282.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,282.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_ce4253b4ae6f,4.0,0.5,1.0,1.0,151,20,1.0,0.6686003867440155,0.3313996132559845,0.3313996132559845,2,4970.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,4970.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_255ca86d7d7d,4.0,1.0,0.25,1.0,153,20,0.9336578210428056,0.9598613148419788,-0.0262034937991732,-0.0280654145540241,2,602.0,0,0.0,0.0,2,602.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_df317913ad22,4.0,1.0,0.75,1.0,155,20,1.0,0.8983728994398505,0.1016271005601493,0.1016271005601493,2,1524.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,1524.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_de61fc77528e,4.0,2.0,0.25,1.0,158,20,1.0,0.8217643528705741,0.1782356471294258,0.1782356471294258,2,2673.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2673.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_0c29466c14a3,4.0,2.0,0.5,1.0,159,20,1.0,0.847112948393119,0.1528870516068809,0.1528870516068809,2,2293.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2293.0,0,0.0,0.0,0,0.0,0,0.0,0.0
balanced_active_cd9645f57319,4.0,2.0,0.75,1.0,160,20,1.0,0.9364581944259234,0.0635418055740765,0.0635418055740765,1,953.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,953.0,0,0.0,0.0,0,0.0,0,0.0,0.0
